UNIQUE_id,GEO_rural_urban,LONELINESS_chronic_loneliness,DEMO_age
cscs_08998,"Large urban centre (100,000+ people)",,63.0
cscs_08999,,No,62.0
cscs_09000,,,59.0
cscs_09001,,,22.0
cscs_09002,,,65.0
cscs_09003,,,41.0
cscs_09004,,,74.0
cscs_09005,,,80.0
cscs_09006,,,44.0
cscs_09007,,,55.0
cscs_09008,,,23.0
cscs_09009,,,25.0
cscs_09010,,,60.0
cscs_09011,"Large urban centre (100,000+ people)",,73.0
cscs_09012,,,45.0
cscs_09013,"Large urban centre (100,000+ people)",,68.0
cscs_09014,,,72.0
cscs_09016,,,22.0
cscs_09018,"Large urban centre (100,000+ people)",,70.0
cscs_09019,,,23.0
cscs_09020,,,26.0
cscs_09022,,,32.0
cscs_09023,"Large urban centre (100,000+ people)",,40.0
cscs_09024,"Medium city/town (30,000-99,999 people)",,62.0
cscs_09025,,,29.0
cscs_09026,,Yes,28.0
cscs_09027,,,33.0
cscs_09028,"Small city/town (1,000-29,999 people)",,76.0
cscs_09029,Rural area (Less than 1000 people),,77.0
cscs_09030,,,38.0
cscs_09031,,,35.0
cscs_09032,"Large urban centre (100,000+ people)",,55.0
cscs_09033,,,30.0
cscs_09034,,,65.0
cscs_09035,,,35.0
cscs_09036,,,58.0
cscs_09037,,,42.0
cscs_09038,,,16.0
cscs_09039,,,60.0
cscs_09040,,,35.0
cscs_09041,,,75.0
cscs_09042,,,24.0
cscs_09043,,,26.0
cscs_09045,,,32.0
cscs_09046,,,70.0
cscs_09047,,,67.0
cscs_09048,"Medium city/town (30,000-99,999 people)",,30.0
cscs_09050,"Large urban centre (100,000+ people)",,45.0
cscs_09051,,,64.0
cscs_09053,,,77.0
cscs_09054,,No,64.0
cscs_09055,,,52.0
cscs_09057,,,28.0
cscs_09058,"Medium city/town (30,000-99,999 people)",,20.0
cscs_09059,,,28.0
cscs_09060,"Large urban centre (100,000+ people)",,41.0
cscs_09062,,,50.0
cscs_09063,,,39.0
cscs_09064,,,28.0
cscs_09066,,,72.0
cscs_09068,,,24.0
cscs_09069,,,47.0
cscs_09070,,,62.0
cscs_09071,,,41.0
cscs_09072,,,73.0
cscs_09073,,,36.0
cscs_09074,,,35.0
cscs_09075,,,34.0
cscs_09076,,No,60.0
cscs_09077,,,61.0
cscs_09078,"Medium city/town (30,000-99,999 people)",,24.0
cscs_09079,,,30.0
cscs_09081,,,40.0
cscs_09083,,,67.0
cscs_09085,,No,54.0
cscs_09087,,,28.0
cscs_09088,,,45.0
cscs_09089,,No,47.0
cscs_09090,,,49.0
cscs_09091,,,22.0
cscs_09092,,,45.0
cscs_09093,,,71.0
cscs_09094,,,68.0
cscs_09095,"Large urban centre (100,000+ people)",,36.0
cscs_09096,"Large urban centre (100,000+ people)",,51.0
cscs_09097,,,61.0
cscs_09098,,,82.0
cscs_09099,,,55.0
cscs_09101,,,78.0
cscs_09102,,,70.0
cscs_09103,Rural area (Less than 1000 people),,68.0
cscs_09104,"Large urban centre (100,000+ people)",,70.0
cscs_09105,"Large urban centre (100,000+ people)",,43.0
cscs_09107,"Large urban centre (100,000+ people)",,68.0
cscs_09108,,,32.0
cscs_09109,,,28.0
cscs_09110,,,20.0
cscs_09111,,,28.0
cscs_09112,,Yes,50.0
cscs_09114,,Yes,27.0
cscs_09115,,,82.0
cscs_09116,"Medium city/town (30,000-99,999 people)",,57.0
cscs_09117,,,18.0
cscs_09118,"Large urban centre (100,000+ people)",,51.0
cscs_09119,,,28.0
cscs_09121,,,20.0
cscs_09122,Rural area (Less than 1000 people),,61.0
cscs_09123,,,65.0
cscs_09124,,,71.0
cscs_09125,,Yes,26.0
cscs_09126,,,35.0
cscs_09127,,,40.0
cscs_09128,,,32.0
cscs_09129,,No,74.0
cscs_09130,"Large urban centre (100,000+ people)",,16.0
cscs_09132,,,32.0
cscs_09133,,,36.0
cscs_09134,"Large urban centre (100,000+ people)",,29.0
cscs_09135,"Small city/town (1,000-29,999 people)",,74.0
cscs_09136,,No,57.0
cscs_09137,,,18.0
cscs_09138,,,26.0
cscs_09139,,,39.0
cscs_09140,"Medium city/town (30,000-99,999 people)",,29.0
cscs_09141,,,18.0
cscs_09142,,,36.0
cscs_09143,,,30.0
cscs_09144,,,29.0
cscs_09145,,,65.0
cscs_09146,,No,33.0
cscs_09147,,,35.0
cscs_09148,"Large urban centre (100,000+ people)",,72.0
cscs_09149,"Large urban centre (100,000+ people)",,52.0
cscs_09150,,,23.0
cscs_09151,,No,33.0
cscs_09152,,,70.0
cscs_09153,,,38.0
cscs_09154,,,30.0
cscs_09155,,,56.0
cscs_09156,,,24.0
cscs_09158,,,80.0
cscs_09159,,,64.0
cscs_09160,"Medium city/town (30,000-99,999 people)",,47.0
cscs_09161,,,37.0
cscs_09162,Rural area (Less than 1000 people),,70.0
cscs_09165,,Yes,42.0
cscs_09166,"Large urban centre (100,000+ people)",,23.0
cscs_09167,,,35.0
cscs_09168,"Large urban centre (100,000+ people)",,72.0
cscs_09169,Rural area (Less than 1000 people),,31.0
cscs_09170,,,47.0
cscs_09171,,,53.0
cscs_09172,,,63.0
cscs_09174,"Large urban centre (100,000+ people)",,53.0
cscs_09175,,Yes,54.0
cscs_09176,,,35.0
cscs_09177,,,54.0
cscs_09178,,,58.0
cscs_09179,,,18.0
cscs_09180,"Large urban centre (100,000+ people)",,20.0
cscs_09182,"Large urban centre (100,000+ people)",,58.0
cscs_09183,,,70.0
cscs_09184,,,31.0
cscs_09185,,,71.0
cscs_09187,,,57.0
cscs_09188,,,33.0
cscs_09189,,,77.0
cscs_09190,"Small city/town (1,000-29,999 people)",,81.0
cscs_09191,,Yes,30.0
cscs_09192,,,25.0
cscs_09193,,,61.0
cscs_09194,,,65.0
cscs_09196,,,71.0
cscs_09197,"Large urban centre (100,000+ people)",,23.0
cscs_09198,,,67.0
cscs_09199,,,47.0
cscs_09200,,,70.0
cscs_09201,,,23.0
cscs_09202,,,64.0
cscs_09205,,,60.0
cscs_09206,,,73.0
cscs_09209,,,70.0
cscs_09210,,,63.0
cscs_09212,,Yes,59.0
cscs_09213,,,40.0
cscs_09214,,,24.0
cscs_09215,,,79.0
cscs_09216,"Small city/town (1,000-29,999 people)",,24.0
cscs_09217,"Small city/town (1,000-29,999 people)",,47.0
cscs_09218,,,30.0
cscs_09219,,,40.0
cscs_09220,,,62.0
cscs_09221,,,21.0
cscs_09222,"Medium city/town (30,000-99,999 people)",,69.0
cscs_09223,,,31.0
cscs_09224,,,35.0
cscs_09225,,,24.0
cscs_09226,,No,75.0
cscs_09227,,,21.0
cscs_09228,,,25.0
cscs_09229,,,78.0
cscs_09230,,,47.0
cscs_09231,"Medium city/town (30,000-99,999 people)",,40.0
cscs_09232,,,32.0
cscs_09233,,,27.0
cscs_09234,,,38.0
cscs_09235,,,39.0
cscs_09236,,No,29.0
cscs_09237,"Large urban centre (100,000+ people)",,41.0
cscs_09239,"Large urban centre (100,000+ people)",,33.0
cscs_09240,,,65.0
cscs_09241,,,57.0
cscs_09242,,,51.0
cscs_09244,,,64.0
cscs_09245,,,20.0
cscs_09246,,,46.0
cscs_09247,,,28.0
cscs_09248,"Large urban centre (100,000+ people)",,89.0
cscs_09250,"Medium city/town (30,000-99,999 people)",,34.0
cscs_09251,,,30.0
cscs_09252,,,30.0
cscs_09254,"Large urban centre (100,000+ people)",,70.0
cscs_09255,,,32.0
cscs_09256,,,73.0
cscs_09258,"Large urban centre (100,000+ people)",,67.0
cscs_09259,,,44.0
cscs_09260,"Large urban centre (100,000+ people)",,82.0
cscs_09261,,,66.0
cscs_09262,,,31.0
cscs_09264,"Large urban centre (100,000+ people)",,77.0
cscs_09265,"Medium city/town (30,000-99,999 people)",,22.0
cscs_09266,,,57.0
cscs_09267,,,23.0
cscs_09268,,,44.0
cscs_09269,,,43.0
cscs_09270,"Small city/town (1,000-29,999 people)",,41.0
cscs_09272,,,50.0
cscs_09273,,,28.0
cscs_09274,"Large urban centre (100,000+ people)",,34.0
cscs_09275,Rural area (Less than 1000 people),,59.0
cscs_09276,,,36.0
cscs_09277,"Medium city/town (30,000-99,999 people)",,58.0
cscs_09280,,Yes,49.0
cscs_09281,,,35.0
cscs_09282,,,60.0
cscs_09284,"Large urban centre (100,000+ people)",,83.0
cscs_09285,,,37.0
cscs_09286,,Yes,28.0
cscs_09287,,,76.0
cscs_09288,,,75.0
cscs_09290,,,39.0
cscs_09291,"Small city/town (1,000-29,999 people)",,60.0
cscs_09292,,,58.0
cscs_09293,,,29.0
cscs_09294,,,53.0
cscs_09295,,Yes,42.0
cscs_09297,,,26.0
cscs_09298,,,60.0
cscs_09299,,,40.0
cscs_09301,,,18.0
cscs_09303,,,28.0
cscs_09304,,,29.0
cscs_09305,,,71.0
cscs_09306,,,84.0
cscs_09307,,,65.0
cscs_09308,,,26.0
cscs_09309,,,31.0
cscs_09310,,,30.0
cscs_09311,Rural area (Less than 1000 people),,66.0
cscs_09312,,,41.0
cscs_09314,,,32.0
cscs_09315,,,36.0
cscs_09317,,,28.0
cscs_09318,,,28.0
cscs_09319,"Large urban centre (100,000+ people)",,22.0
cscs_09320,,,62.0
cscs_09321,,,46.0
cscs_09322,,,55.0
cscs_09323,"Medium city/town (30,000-99,999 people)",,41.0
cscs_09324,,,67.0
cscs_09325,"Large urban centre (100,000+ people)",,58.0
cscs_09327,,,67.0
cscs_09328,,,38.0
cscs_09329,,,37.0
cscs_09330,"Large urban centre (100,000+ people)",,58.0
cscs_09331,"Large urban centre (100,000+ people)",,26.0
cscs_09332,"Large urban centre (100,000+ people)",,56.0
cscs_09333,,,28.0
cscs_09334,,,25.0
cscs_09335,"Medium city/town (30,000-99,999 people)",,44.0
cscs_09336,,,33.0
cscs_09337,,,29.0
cscs_09338,,,41.0
cscs_09339,,,28.0
cscs_09340,,,35.0
cscs_09341,"Medium city/town (30,000-99,999 people)",,72.0
cscs_09342,,,31.0
cscs_09343,,,34.0
cscs_09344,"Large urban centre (100,000+ people)",,73.0
cscs_09345,"Large urban centre (100,000+ people)",,49.0
cscs_09346,,,43.0
cscs_09347,,,62.0
cscs_09349,,,68.0
cscs_09350,"Large urban centre (100,000+ people)",,53.0
cscs_09351,,,55.0
cscs_09352,,,32.0
cscs_09353,,,30.0
cscs_09354,,,62.0
cscs_09355,,,70.0
cscs_09356,,,56.0
cscs_09357,,,24.0
cscs_09358,,,37.0
cscs_09359,"Large urban centre (100,000+ people)",,27.0
cscs_09360,,,20.0
cscs_09361,"Medium city/town (30,000-99,999 people)",,18.0
cscs_09363,,,36.0
cscs_09365,,,45.0
cscs_09366,"Large urban centre (100,000+ people)",,63.0
cscs_09367,,,32.0
cscs_09368,,,57.0
cscs_09370,,,28.0
cscs_09372,,,65.0
cscs_09373,,,69.0
cscs_09374,,,68.0
cscs_09376,,,23.0
cscs_09377,"Medium city/town (30,000-99,999 people)",,23.0
cscs_09378,,,58.0
cscs_09379,"Large urban centre (100,000+ people)",,27.0
cscs_09380,,,27.0
cscs_09381,"Large urban centre (100,000+ people)",,36.0
cscs_09382,,,21.0
cscs_09383,"Large urban centre (100,000+ people)",,26.0
cscs_09384,"Medium city/town (30,000-99,999 people)",,49.0
cscs_09385,,,71.0
cscs_09386,,,73.0
cscs_09388,,,23.0
cscs_09389,"Large urban centre (100,000+ people)",,41.0
cscs_09390,,,58.0
cscs_09391,"Medium city/town (30,000-99,999 people)",,24.0
cscs_09393,,,30.0
cscs_09394,,,77.0
cscs_09395,"Medium city/town (30,000-99,999 people)",,69.0
cscs_09396,,,61.0
cscs_09397,,,24.0
cscs_09398,"Medium city/town (30,000-99,999 people)",,28.0
cscs_09399,,,30.0
cscs_09400,,,25.0
cscs_09402,,,32.0
cscs_09403,,,35.0
cscs_09404,,,52.0
cscs_09405,,,21.0
cscs_09407,,,29.0
cscs_09409,,,44.0
cscs_09410,,,56.0
cscs_09411,,,23.0
cscs_09412,,,65.0
cscs_09413,,,62.0
cscs_09414,,Yes,31.0
cscs_09415,,,78.0
cscs_09416,,,25.0
cscs_09418,,,29.0
cscs_09419,Rural area (Less than 1000 people),,56.0
cscs_09420,,,76.0
cscs_09421,,,27.0
cscs_09422,,,29.0
cscs_09423,,,44.0
cscs_09424,"Large urban centre (100,000+ people)",,63.0
cscs_09425,,,39.0
cscs_09426,,,33.0
cscs_09427,,,52.0
cscs_09428,"Small city/town (1,000-29,999 people)",,74.0
cscs_09428,,,72.0
cscs_09429,,,30.0
cscs_09430,,,61.0
cscs_09431,Presented but no response,,34.0
cscs_09432,,,32.0
cscs_09433,,,43.0
cscs_09434,,,54.0
cscs_09437,,,73.0
cscs_09438,,,59.0
cscs_09439,,,60.0
cscs_09440,,,28.0
cscs_09441,,,32.0
cscs_09442,"Large urban centre (100,000+ people)",,17.0
cscs_09443,"Small city/town (1,000-29,999 people)",,51.0
cscs_09444,,,45.0
cscs_09445,,No,64.0
cscs_09446,,,60.0
cscs_09447,,,36.0
cscs_09448,,,66.0
cscs_09450,"Large urban centre (100,000+ people)",,33.0
cscs_09451,,,72.0
cscs_09452,,,36.0
cscs_09453,,,23.0
cscs_09454,Rural area (Less than 1000 people),,80.0
cscs_09455,,,30.0
cscs_09456,"Large urban centre (100,000+ people)",,36.0
cscs_09457,,,28.0
cscs_09458,"Small city/town (1,000-29,999 people)",,56.0
cscs_09459,,,30.0
cscs_09460,,,66.0
cscs_09461,,,34.0
cscs_09462,,,59.0
cscs_09463,,,35.0
cscs_09466,,,45.0
cscs_09467,"Large urban centre (100,000+ people)",,54.0
cscs_09468,"Small city/town (1,000-29,999 people)",,58.0
cscs_09469,,,60.0
cscs_09470,,,32.0
cscs_09472,,,28.0
cscs_09473,Rural area (Less than 1000 people),,74.0
cscs_09474,,,50.0
cscs_09475,,,27.0
cscs_09476,,,36.0
cscs_09477,"Medium city/town (30,000-99,999 people)",,70.0
cscs_09478,,,20.0
cscs_09479,,Yes,65.0
cscs_09480,,,64.0
cscs_09481,,,33.0
cscs_09483,,,83.0
cscs_09484,,,46.0
cscs_09485,,,30.0
cscs_09486,,Yes,58.0
cscs_09487,,,35.0
cscs_09488,,,38.0
cscs_09489,,,37.0
cscs_09490,,Yes,28.0
cscs_09491,"Large urban centre (100,000+ people)",,61.0
cscs_09492,,,25.0
cscs_09493,,No,33.0
cscs_09494,"Large urban centre (100,000+ people)",,51.0
cscs_09495,,,71.0
cscs_09496,,,28.0
cscs_09497,,Yes,42.0
cscs_09498,"Medium city/town (30,000-99,999 people)",,69.0
cscs_09499,"Small city/town (1,000-29,999 people)",,75.0
cscs_09500,,,66.0
cscs_09501,,,70.0
cscs_09502,,,80.0
cscs_09504,,,35.0
cscs_09506,,,34.0
cscs_09507,,,52.0
cscs_09508,"Large urban centre (100,000+ people)",,63.0
cscs_09509,"Large urban centre (100,000+ people)",,34.0
cscs_09511,,,33.0
cscs_09512,,,80.0
cscs_09514,,,28.0
cscs_09515,,,25.0
cscs_09516,,,60.0
cscs_09517,,,57.0
cscs_09519,,,75.0
cscs_09520,,,87.0
cscs_09521,,,28.0
cscs_09522,,,25.0
cscs_09523,,,40.0
cscs_09525,,,28.0
cscs_09526,,,56.0
cscs_09527,,,36.0
cscs_09530,"Small city/town (1,000-29,999 people)",,47.0
cscs_09531,,,66.0
cscs_09532,"Large urban centre (100,000+ people)",,40.0
cscs_09533,"Large urban centre (100,000+ people)",,36.0
cscs_09534,"Large urban centre (100,000+ people)",,59.0
cscs_09536,,,26.0
cscs_09537,,,22.0
cscs_09538,"Large urban centre (100,000+ people)",,53.0
cscs_09539,"Medium city/town (30,000-99,999 people)",,31.0
cscs_09542,,,55.0
cscs_09543,,,38.0
cscs_09548,,,36.0
cscs_09550,,,50.0
cscs_09551,"Small city/town (1,000-29,999 people)",,65.0
cscs_09553,,,62.0
cscs_09555,"Small city/town (1,000-29,999 people)",,69.0
cscs_09556,,,49.0
cscs_09557,Presented but no response,,75.0
cscs_09558,,,38.0
cscs_09559,"Medium city/town (30,000-99,999 people)",,79.0
cscs_09560,,,38.0
cscs_09561,"Large urban centre (100,000+ people)",,53.0
cscs_09563,"Small city/town (1,000-29,999 people)",,36.0
cscs_09564,,Yes,38.0
cscs_09565,,,28.0
cscs_09566,,,39.0
cscs_09567,,,46.0
cscs_09568,"Medium city/town (30,000-99,999 people)",,28.0
cscs_09569,"Large urban centre (100,000+ people)",,19.0
cscs_09570,,,37.0
cscs_09572,,,38.0
cscs_09573,,,63.0
cscs_09574,,,28.0
cscs_09576,,,80.0
cscs_09577,,,66.0
cscs_09578,,No,71.0
cscs_09579,,,29.0
cscs_09581,,No,64.0
cscs_09582,,,26.0
cscs_09583,,,58.0
cscs_09584,"Small city/town (1,000-29,999 people)",,51.0
cscs_09585,,,26.0
cscs_09586,"Large urban centre (100,000+ people)",,45.0
cscs_09587,"Large urban centre (100,000+ people)",,73.0
cscs_09588,"Large urban centre (100,000+ people)",,25.0
cscs_09589,,,29.0
cscs_09590,,,25.0
cscs_09591,,,40.0
cscs_09592,,,32.0
cscs_09593,"Large urban centre (100,000+ people)",,81.0
cscs_09594,,,62.0
cscs_09595,,,28.0
cscs_09596,"Large urban centre (100,000+ people)",,73.0
cscs_09597,,,79.0
cscs_09598,,,35.0
cscs_09599,,,58.0
cscs_09600,,,26.0
cscs_09601,,,66.0
cscs_09602,"Medium city/town (30,000-99,999 people)",,67.0
cscs_09603,,,76.0
cscs_09605,,,33.0
cscs_09606,,,33.0
cscs_09607,,,22.0
cscs_09608,,,38.0
cscs_09609,Rural area (Less than 1000 people),,62.0
cscs_09611,,,26.0
cscs_09612,,,73.0
cscs_09613,,,32.0
cscs_09614,,,69.0
cscs_09615,,,28.0
cscs_09616,,,53.0
cscs_09618,"Medium city/town (30,000-99,999 people)",,30.0
cscs_09619,,,51.0
cscs_09620,,,70.0
cscs_09621,,,25.0
cscs_09622,,,42.0
cscs_09623,,,65.0
cscs_09624,Rural area (Less than 1000 people),,66.0
cscs_09625,,,28.0
cscs_09626,,,32.0
cscs_09627,,No,29.0
cscs_09628,"Medium city/town (30,000-99,999 people)",,19.0
cscs_09630,"Small city/town (1,000-29,999 people)",,72.0
cscs_09631,Rural area (Less than 1000 people),,75.0
cscs_09632,"Small city/town (1,000-29,999 people)",,55.0
cscs_09633,,,25.0
cscs_09634,,,61.0
cscs_09634,"Large urban centre (100,000+ people)",,64.0
cscs_09635,,,54.0
cscs_09637,,,30.0
cscs_09638,,,53.0
cscs_09639,,,31.0
cscs_09642,,,18.0
cscs_09643,,,20.0
cscs_09644,,,56.0
cscs_09645,,,32.0
cscs_09646,,,62.0
cscs_09648,,,61.0
cscs_09649,,,70.0
cscs_09650,,,29.0
cscs_09651,,,23.0
cscs_09652,"Small city/town (1,000-29,999 people)",,75.0
cscs_09653,,,49.0
cscs_09654,,,26.0
cscs_09655,,,74.0
cscs_09656,,,28.0
cscs_09657,,,30.0
cscs_09660,,,52.0
cscs_09661,,,28.0
cscs_09662,,,16.0
cscs_09663,,,77.0
cscs_09664,,,18.0
cscs_09665,,,36.0
cscs_09666,,,32.0
cscs_09667,,,68.0
cscs_09668,,,50.0
cscs_09669,Rural area (Less than 1000 people),,60.0
cscs_09670,,,55.0
cscs_09671,"Large urban centre (100,000+ people)",,82.0
cscs_09672,,No,67.0
cscs_09673,,,23.0
cscs_09674,,,61.0
cscs_09675,,,88.0
cscs_09676,"Large urban centre (100,000+ people)",,34.0
cscs_09677,,,59.0
cscs_09678,"Large urban centre (100,000+ people)",,30.0
cscs_09679,Presented but no response,,18.0
cscs_09680,Rural area (Less than 1000 people),,38.0
cscs_09681,,,35.0
cscs_09682,Rural area (Less than 1000 people),,67.0
cscs_09683,,,32.0
cscs_09684,,,24.0
cscs_09685,,,61.0
cscs_09687,,,57.0
cscs_09688,,,38.0
cscs_09692,,,45.0
cscs_09693,,,77.0
cscs_09694,,,18.0
cscs_09695,,,33.0
cscs_09696,,,34.0
cscs_09697,,,73.0
cscs_09698,,,73.0
cscs_09699,"Small city/town (1,000-29,999 people)",,71.0
cscs_09701,"Small city/town (1,000-29,999 people)",,38.0
cscs_09702,"Medium city/town (30,000-99,999 people)",,27.0
cscs_09703,,,26.0
cscs_09704,,,49.0
cscs_09705,,,54.0
cscs_09706,,,70.0
cscs_09707,,No,31.0
cscs_09708,,,59.0
cscs_09709,,,33.0
cscs_09710,,,65.0
cscs_09711,,,60.0
cscs_09712,,,62.0
cscs_09713,,,32.0
cscs_09714,"Medium city/town (30,000-99,999 people)",,59.0
cscs_09715,"Large urban centre (100,000+ people)",,63.0
cscs_09716,,,60.0
cscs_09717,,,60.0
cscs_09718,,,26.0
cscs_09719,,Yes,75.0
cscs_09720,"Large urban centre (100,000+ people)",,38.0
cscs_09721,,,44.0
cscs_09722,,,26.0
cscs_09723,,No,33.0
cscs_09724,,No,26.0
cscs_09725,,,35.0
cscs_09726,,,59.0
cscs_09727,,,30.0
cscs_09728,,,36.0
cscs_09729,,,33.0
cscs_09730,"Large urban centre (100,000+ people)",,56.0
cscs_09731,,,26.0
cscs_09734,,,42.0
cscs_09735,Rural area (Less than 1000 people),,64.0
cscs_09736,"Large urban centre (100,000+ people)",,70.0
cscs_09738,"Large urban centre (100,000+ people)",,59.0
cscs_09739,"Large urban centre (100,000+ people)",,78.0
cscs_09740,,,73.0
cscs_09742,,,53.0
cscs_09743,,,29.0
cscs_09744,"Large urban centre (100,000+ people)",,48.0
cscs_09745,,,59.0
cscs_09746,"Large urban centre (100,000+ people)",,54.0
cscs_09748,,,29.0
cscs_09749,,,67.0
cscs_09750,,,63.0
cscs_09751,"Large urban centre (100,000+ people)",,44.0
cscs_09752,,,26.0
cscs_09755,,,28.0
cscs_09756,,,28.0
cscs_09759,,,33.0
cscs_09760,,,54.0
cscs_09761,,,75.0
cscs_09762,,No,25.0
cscs_09763,,,40.0
cscs_09764,,,56.0
cscs_09765,,,79.0
cscs_09766,"Small city/town (1,000-29,999 people)",,82.0
cscs_09767,,,37.0
cscs_09768,,,71.0
cscs_09770,,,20.0
cscs_09772,,,27.0
cscs_09773,,,22.0
cscs_09774,,,30.0
cscs_09775,"Small city/town (1,000-29,999 people)",,65.0
cscs_09777,,,26.0
cscs_09778,,,18.0
cscs_09779,,,61.0
cscs_09782,,,36.0
cscs_09783,,,63.0
cscs_09784,,,63.0
cscs_09785,,,64.0
cscs_09786,,,80.0
cscs_09787,,,68.0
cscs_09788,,,75.0
cscs_09789,,,25.0
cscs_09790,,,25.0
cscs_09791,,,25.0
cscs_09792,,,36.0
cscs_09793,,,22.0
cscs_09794,Rural area (Less than 1000 people),,66.0
cscs_09795,,,19.0
cscs_09797,,,25.0
cscs_09798,,,24.0
cscs_09800,,,67.0
cscs_09801,,,60.0
cscs_09802,,,70.0
cscs_09803,,,28.0
cscs_09804,,,27.0
cscs_09805,"Large urban centre (100,000+ people)",,40.0
cscs_09806,,Yes,36.0
cscs_09807,,,67.0
cscs_09808,,,34.0
cscs_09809,"Medium city/town (30,000-99,999 people)",,66.0
cscs_09810,,No,30.0
cscs_09811,Rural area (Less than 1000 people),,70.0
cscs_09814,,Presented but no response,67.0
cscs_09815,"Medium city/town (30,000-99,999 people)",,71.0
cscs_09816,"Medium city/town (30,000-99,999 people)",,70.0
cscs_09817,,,67.0
cscs_09818,"Small city/town (1,000-29,999 people)",,57.0
cscs_09819,,,63.0
cscs_09819,"Large urban centre (100,000+ people)",,65.0
cscs_09820,,,33.0
cscs_09821,"Large urban centre (100,000+ people)",,63.0
cscs_09823,,,54.0
cscs_09824,,,30.0
cscs_09826,"Medium city/town (30,000-99,999 people)",,46.0
cscs_09827,,,32.0
cscs_09828,,,44.0
cscs_09829,,,45.0
cscs_09830,,,71.0
cscs_09831,"Small city/town (1,000-29,999 people)",,58.0
cscs_09832,,,60.0
cscs_09833,,,49.0
cscs_09834,,,56.0
cscs_09835,,,73.0
cscs_09836,,,70.0
cscs_09837,Rural area (Less than 1000 people),,54.0
cscs_09838,,,32.0
cscs_09839,,,19.0
cscs_09840,,Yes,64.0
cscs_09841,,,20.0
cscs_09842,"Large urban centre (100,000+ people)",,54.0
cscs_09843,,,26.0
cscs_09845,"Medium city/town (30,000-99,999 people)",,89.0
cscs_09846,"Large urban centre (100,000+ people)",,57.0
cscs_09847,"Small city/town (1,000-29,999 people)",,36.0
cscs_09848,,,22.0
cscs_09849,,,62.0
cscs_09850,"Large urban centre (100,000+ people)",,58.0
cscs_09851,"Large urban centre (100,000+ people)",,70.0
cscs_09852,,,32.0
cscs_09853,,,31.0
cscs_09854,,,48.0
cscs_09856,,,68.0
cscs_09857,,,73.0
cscs_09858,"Large urban centre (100,000+ people)",,80.0
cscs_09859,,,58.0
cscs_09860,,,58.0
cscs_09861,,,30.0
cscs_09862,,,39.0
cscs_09863,,,62.0
cscs_09864,,,69.0
cscs_09865,,,58.0
cscs_09866,Rural area (Less than 1000 people),,35.0
cscs_09867,,,43.0
cscs_09868,,,43.0
cscs_09869,,,44.0
cscs_09872,,,68.0
cscs_09873,,,28.0
cscs_09874,"Small city/town (1,000-29,999 people)",,86.0
cscs_09875,,,58.0
cscs_09876,,,35.0
cscs_09877,"Medium city/town (30,000-99,999 people)",,59.0
cscs_09878,,,55.0
cscs_09880,,,60.0
cscs_09881,Presented but no response,,63.0
cscs_09882,"Large urban centre (100,000+ people)",,63.0
cscs_09883,,,62.0
cscs_09884,"Large urban centre (100,000+ people)",,55.0
cscs_09886,,,18.0
cscs_09887,,,18.0
cscs_09888,,,46.0
cscs_09889,Rural area (Less than 1000 people),,80.0
cscs_09890,"Small city/town (1,000-29,999 people)",,29.0
cscs_09891,,,51.0
cscs_09892,,,28.0
cscs_09893,,,65.0
cscs_09894,,,34.0
cscs_09895,,,28.0
cscs_09896,,,76.0
cscs_09897,,,18.0
cscs_09898,"Large urban centre (100,000+ people)",,38.0
cscs_09899,,,34.0
cscs_09900,"Large urban centre (100,000+ people)",,19.0
cscs_09901,,,80.0
cscs_09902,,,21.0
cscs_09903,,,32.0
cscs_09904,Rural area (Less than 1000 people),,70.0
cscs_09905,,,65.0
cscs_09907,,,75.0
cscs_09908,"Medium city/town (30,000-99,999 people)",,34.0
cscs_09910,,,28.0
cscs_09911,,No,62.0
cscs_09912,,,51.0
cscs_09913,,,50.0
cscs_09914,,,32.0
cscs_09915,,,79.0
cscs_09916,,,18.0
cscs_09917,,,62.0
cscs_09918,,,21.0
cscs_09920,,,28.0
cscs_09921,Rural area (Less than 1000 people),,61.0
cscs_09922,,,65.0
cscs_09924,,,33.0
cscs_09925,,,32.0
cscs_09926,,,18.0
cscs_09928,,,58.0
cscs_09929,,,69.0
cscs_09930,"Large urban centre (100,000+ people)",,44.0
cscs_09931,"Medium city/town (30,000-99,999 people)",,32.0
cscs_09932,Rural area (Less than 1000 people),,74.0
cscs_09933,,,24.0
cscs_09934,,,22.0
cscs_09935,,,57.0
cscs_09936,"Medium city/town (30,000-99,999 people)",,24.0
cscs_09937,,,23.0
cscs_09938,"Medium city/town (30,000-99,999 people)",,19.0
cscs_09940,,,62.0
cscs_09941,"Large urban centre (100,000+ people)",,42.0
cscs_09942,,,39.0
cscs_09943,,,73.0
cscs_09944,,Yes,29.0
cscs_09945,,,64.0
cscs_09947,,,79.0
cscs_09949,,,26.0
cscs_09950,,,24.0
cscs_09951,,Yes,40.0
cscs_09952,,,62.0
cscs_09953,,,36.0
cscs_09954,"Large urban centre (100,000+ people)",,71.0
cscs_09955,"Medium city/town (30,000-99,999 people)",,65.0
cscs_09956,,,64.0
cscs_09957,,,28.0
cscs_09958,,Yes,25.0
cscs_09959,,,30.0
cscs_09961,,,37.0
cscs_09962,"Medium city/town (30,000-99,999 people)",,39.0
cscs_09963,"Large urban centre (100,000+ people)",,32.0
